Firm,Line Item,t,t-1,t-2,t-3,t-4,t-5,t-6,t-7
Firme,Other Non-Current Assets,2693000000.0,2672000000.0,1819000000.0,3181000000.0,3280000000.0,1976000000.0,2011000000.0,499000000.0
Firme,Total Assets,232792000000.0,197295000000.0,167497000000.0,147461000000.0,131133000000.0,110920000000.0,93798000000.0,72574000000.0
Firme,Accounts Payable,4378000000.0,3137000000.0,2041000000.0,1931000000.0,1715000000.0,2453000000.0,2012000000.0,588000000.0
Firme,Short-Term Debt,0.0,0.0,0.0,3450000000.0,2010000000.0,3009000000.0,2549000000.0,1218000000.0
Firme,Other Current Liabilities,28389000000.0,18733000000.0,13062000000.0,12839000000.0,12206000000.0,9360000000.0,8690000000.0,6363000000.0
Firme,Total Current Liabilities,34620000000.0,24183000000.0,16756000000.0,19310000000.0,16805000000.0,15908000000.0,14337000000.0,8913000000.0
Firme,Long-Term Debt,4074000000.0,3995000000.0,3935000000.0,1995000000.0,3228000000.0,2236000000.0,2988000000.0,2986000000.0
Firme,Other Non-Current Liabilities,14810000000.0,15845000000.0,7342000000.0,5485000000.0,4458000000.0,3381000000.0,2786000000.0,2199000000.0
Firme,Total Liabilities,55164000000.0,44793000000.0,28461000000.0,27130000000.0,26633000000.0,23611000000.0,22083000000.0,14429000000.0
Firme,Total Equity,177628000000.0,152502000000.0,139036000000.0,120331000000.0,104500000000.0,87309000000.0,71715000000.0,58145000000.0
Firme,Total Liabilities and Equity,232792000000.0,197295000000.0,167497000000.0,147461000000.0,131133000000.0,110920000000.0,93798000000.0,72574000000.0
Firme,Revenues,136819000000.0,110855000000.0,90272000000.0,74989000000.0,66001000000.0,59825000000.0,50175000000.0,37905000000.0
Firme,Cost of Goods Sold (COGS),59549000000.0,45583000000.0,35138000000.0,28164000000.0,25691000000.0,25858000000.0,20634000000.0,13188000000.0
Firme,Gross Profit,77270000000.0,65272000000.0,55134000000.0,46825000000.0,40310000000.0,33967000000.0,29541000000.0,24717000000.0
Firme,Operating Expenses,45878000000.0,36390000000.0,31418000000.0,27465000000.0,23814000000.0,20001000000.0,16781000000.0,12975000000.0
Firme,Depreciation and Amortization,9035000000.0,6915000000.0,6144000000.0,5063000000.0,4979000000.0,3939000000.0,2962000000.0,1851000000.0
Firme,Total Operating Expenses,,,,,,,,
Firme,Operating Income,27524000000.0,26178000000.0,23716000000.0,19360000000.0,16496000000.0,15403000000.0,13834000000.0,11742000000.0
Firme,Interest Income,1878000000.0,1312000000.0,1220000000.0,999000000.0,746000000.0,785000000.0,713000000.0,812000000.0
Firme,Interest Expense,114000000.0,109000000.0,124000000.0,104000000.0,101000000.0,83000000.0,84000000.0,58000000.0
Firme,Other Non-Operating Items,,,,,,,,
Firme,Pre-Tax Income,34913000000.0,27193000000.0,24150000000.0,19651000000.0,17259000000.0,15899000000.0,14469000000.0,12326000000.0
Firme,Income Tax Expense,4177000000.0,14531000000.0,4672000000.0,3303000000.0,3331000000.0,2282000000.0,2598000000.0,2589000000.0
Firme,Net Income,30736000000.0,12662000000.0,19478000000.0,16348000000.0,14136000000.0,12733000000.0,10737000000.0,9737000000.0
Firmf,Cash and Cash Equivalents,10019000000.0,8079000000.0,8903000000.0,4907000000.0,4315000000.0,3323000000.0,2384000000.0,1512000000.0
Firmf,Accounts Receivable,7587000000.0,5832000000.0,3993000000.0,2559000000.0,1678000000.0,1109000000.0,1170000000.0,547000000.0
Firmf,Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmf,Other Current Assets,1769000000.0,2022000000.0,1918000000.0,1318000000.0,1306000000.0,512000000.0,471000000.0,149000000.0
Firmf,Total Current Assets,50480000000.0,48563000000.0,34401000000.0,21652000000.0,13670000000.0,13070000000.0,11267000000.0,4604000000.0
Firmf,Property Plant & Equipment,,,,,,,,
Firmf,Intangible Assets,1294000000.0,1884000000.0,2535000000.0,3246000000.0,3929000000.0,883000000.0,801000000.0,80000000.0
Firmf,Other Non-Current Assets,2576000000.0,2135000000.0,1312000000.0,796000000.0,637000000.0,221000000.0,57000000.0,90000000.0
Firmf,Total Assets,97334000000.0,84524000000.0,64961000000.0,49407000000.0,40184000000.0,17895000000.0,15103000000.0,6331000000.0
Firmf,Accounts Payable,820000000.0,380000000.0,302000000.0,196000000.0,176000000.0,87000000.0,65000000.0,63000000.0
Firmf,Short-Term Debt,500000000.0,340000000.0,0.0,208000000.0,228000000.0,478000000.0,730000000.0,279000000.0
Firmf,Other Current Liabilities,5059000000.0,2712000000.0,2328000000.0,1465000000.0,954000000.0,446000000.0,-224000000.0,467000000.0
Firmf,Total Current Liabilities,7017000000.0,3760000000.0,2875000000.0,1925000000.0,1424000000.0,1100000000.0,1052000000.0,899000000.0
Firmf,Long-Term Debt,0.0,0.0,0.0,107000000.0,119000000.0,237000000.0,1991000000.0,398000000.0
Firmf,Other Non-Current Liabilities,5517000000.0,6417000000.0,2892000000.0,2994000000.0,2545000000.0,1088000000.0,305000000.0,135000000.0
Firmf,Total Liabilities,13207000000.0,10177000000.0,5767000000.0,5189000000.0,4088000000.0,2425000000.0,3348000000.0,1432000000.0
Firmf,Total Equity,84127000000.0,74347000000.0,59194000000.0,44218000000.0,36096000000.0,15470000000.0,11755000000.0,4899000000.0
Firmf,Total Liabilities and Equity,97334000000.0,84524000000.0,64961000000.0,49407000000.0,40184000000.0,17895000000.0,15103000000.0,6331000000.0
Firmf,Revenues,55838000000.0,40653000000.0,27638000000.0,17928000000.0,12466000000.0,7872000000.0,5089000000.0,3711000000.0
Firmf,Cost of Goods Sold (COGS),9355000000.0,5454000000.0,3789000000.0,2867000000.0,2153000000.0,1875000000.0,1364000000.0,860000000.0
Firmf,Gross Profit,46483000000.0,35199000000.0,23849000000.0,15061000000.0,10313000000.0,5997000000.0,3725000000.0,2851000000.0
Firmf,Operating Expenses,21570000000.0,14996000000.0,11422000000.0,8836000000.0,5319000000.0,3193000000.0,3187000000.0,1095000000.0
Firmf,Depreciation and Amortization,4315000000.0,3025000000.0,2342000000.0,1945000000.0,1243000000.0,1011000000.0,649000000.0,323000000.0
Firmf,Total Operating Expenses,,,,,,,,
Firmf,Operating Income,24913000000.0,20203000000.0,12427000000.0,6225000000.0,4994000000.0,2921000000.0,538000000.0,1756000000.0
Firmf,Interest Income,661000000.0,398000000.0,176000000.0,52000000.0,27000000.0,19000000.0,14000000.0,4000000.0
Firmf,Interest Expense,9000000.0,6000000.0,10000000.0,23000000.0,23000000.0,56000000.0,51000000.0,42000000.0
Firmf,Other Non-Operating Items,,,,,,,,
Firmf,Pre-Tax Income,25361000000.0,20594000000.0,12518000000.0,6194000000.0,4910000000.0,2754000000.0,494000000.0,1695000000.0
Firmf,Income Tax Expense,3249000000.0,4660000000.0,2301000000.0,2506000000.0,1970000000.0,1254000000.0,441000000.0,695000000.0
Firmf,Net Income,22111000000.0,15920000000.0,10188000000.0,3669000000.0,2925000000.0,1491000000.0,32000000.0,1000000000.0
Firmg,Cash and Cash Equivalents,3686000000.0,3367914000.0,3393216000.0,1196908000.0,1905713000.0,845889000.0,201890000.0,255266000.0
Firmg,Accounts Receivable,949000000.0,515381000.0,499142000.0,168965000.0,226604000.0,49109000.0,26842000.0,9539000.0
Firmg,Inventory,3113000000.0,2263537000.0,2067454000.0,1277838000.0,953675000.0,340355000.0,268504000.0,50082000.0
Firmg,Other Current Assets,559000000.0,423688000.0,299984000.0,130995000.0,76134000.0,27574000.0,27532000.0,32890000.0
Firmg,Total Current Assets,8307000000.0,6570520000.0,6259796000.0,2782006000.0,3180073000.0,1265939000.0,524768000.0,372838000.0
Firmg,Property Plant & Equipment,,,,,,,,
Firmg,Intangible Assets,282000000.0,361502000.0,376145000.0,12816000.0,0.0,13930000.0,14267000.0,14508000.0
Firmg,Other Non-Current Assets,1392000000.0,1171497000.0,991218000.0,78380000.0,54583000.0,16117000.0,12855000.0,15931000.0
Firmg,Total Assets,29740000000.0,28655372000.0,22664076000.0,8067939000.0,5830667000.0,2416930000.0,1114190000.0,713448000.0
Firmg,Accounts Payable,3404451000.0,2390250000.0,1860341000.0,916148000.0,777946000.0,303969000.0,303382000.0,56141000.0
Firmg,Short-Term Debt,2712000000.0,978777000.0,1202178000.0,112424000.0,641661000.0,7904000.0,55206000.0,8983000.0
Firmg,Other Current Liabilities,2104886000.0,2250664000.0,1848463000.0,458423000.0,424679000.0,233338000.0,30088000.0,31142000.0
Firmg,Total Current Liabilities,9993000000.0,7674670000.0,5827005000.0,2811035000.0,2107166000.0,675160000.0,539108000.0,191339000.0
Firmg,Long-Term Debt,11116000000.0,11152086000.0,7461513000.0,2269767000.0,1889248000.0,598974000.0,411460000.0,271165000.0
Firmg,Other Non-Current Liabilities,1327127000.0,3018495000.0,2618643000.0,1457328000.0,630272000.0,287675000.0,35862000.0,23753000.0
Firmg,Total Liabilities,23427000000.0,23023050000.0,16758951000.0,6984235000.0,4918957000.0,1749810000.0,989490000.0,489403000.0
Firmg,Total Equity,6313000000.0,5632322000.0,5905125000.0,1083704000.0,911710000.0,667120000.0,124700000.0,224045000.0
Firmg,Total Liabilities and Equity,29740000000.0,28655372000.0,22664076000.0,8067939000.0,5830667000.0,2416930000.0,1114190000.0,713448000.0
Firmg,Revenues,21461268000.0,11759000000.0,7000132000.0,4046025000.0,3198356000.0,2013496000.0,413256000.0,204242000.0
Firmg,Cost of Goods Sold (COGS),17419247000.0,9536000000.0,5400875000.0,3122522000.0,2316685000.0,1557234000.0,383189000.0,142647000.0
Firmg,Gross Profit,4042021000.0,2223000000.0,1599257000.0,923503000.0,881671000.0,456262000.0,30067000.0,61595000.0
Firmg,Operating Expenses,4430000000.0,3855000000.0,2266597000.0,1640132000.0,1068360000.0,517545000.0,424350000.0,313083000.0
Firmg,Depreciation and Amortization,1901000000.0,1636000000.0,947099000.0,422590000.0,231931000.0,106083000.0,28825000.0,16919000.0
Firmg,Total Operating Expenses,,,,,,,,
Firmg,Operating Income,-388000000.0,-1632000000.0,-667340000.0,-716629000.0,-186689000.0,-61283000.0,-394283000.0,-251488000.0
Firmg,Interest Income,24000000.0,19000000.0,8530000.0,1508000.0,1126000.0,189000.0,288000.0,255000.0
Firmg,Interest Expense,663000000.0,471000000.0,198810000.0,118851000.0,100886000.0,32934000.0,254000.0,43000.0
Firmg,Other Non-Operating Items,,,,,,,,
Firmg,Pre-Tax Income,-1005000000.0,-2209000000.0,-746348000.0,-875624000.0,-284636000.0,-71426000.0,-396077000.0,-253922000.0
Firmg,Income Tax Expense,58000000.0,32000000.0,26698000.0,13039000.0,9404000.0,2588000.0,136000.0,489000.0
Firmg,Net Income,-976000000.0,-1962000000.0,-674914000.0,-888663000.0,-294040000.0,-74014000.0,-396213000.0,-254411000.0
Firmh,Cash and Cash Equivalents,4292000000.0,11204000000.0,3097000000.0,1822000000.0,1604000000.0,985000000.0,1084000000.0,829000000.0
Firmh,Accounts Receivable,3325000000.0,2448000000.0,2181000000.0,1019000000.0,782000000.0,418000000.0,359000000.0,331000000.0
Firmh,Inventory,1124000000.0,1447000000.0,1400000000.0,524000000.0,519000000.0,285000000.0,194000000.0,194000000.0
Firmh,Other Current Assets,366000000.0,1164000000.0,447000000.0,410000000.0,906000000.0,130000000.0,54000000.0,39000000.0
Firmh,Total Current Assets,9107000000.0,15823000000.0,7125000000.0,3775000000.0,3824000000.0,1818000000.0,1691000000.0,1393000000.0
Firmh,Property Plant & Equipment,,,,,,,,
Firmh,Intangible Assets,10762000000.0,10832000000.0,15068000000.0,3277000000.0,3617000000.0,492000000.0,422000000.0,499000000.0
Firmh,Other Non-Current Assets,707000000.0,458000000.0,532000000.0,406000000.0,296000000.0,53000000.0,66000000.0,61000000.0
Firmh,Total Assets,50124000000.0,54418000000.0,49966000000.0,10592000000.0,10491000000.0,3415000000.0,2862000000.0,2446000000.0
Firmh,Accounts Payable,811000000.0,1105000000.0,1261000000.0,617000000.0,515000000.0,278000000.0,248000000.0,221000000.0
Firmh,Short-Term Debt,0.0,117000000.0,454000000.0,-301000000.0,46000000.0,1000000.0,1000000.0,2000000.0
Firmh,Other Current Liabilities,1201000000.0,1184000000.0,1046000000.0,361000000.0,398000000.0,118000000.0,73000000.0,107000000.0
Firmh,Total Current Liabilities,2338000000.0,2529000000.0,3078000000.0,1119000000.0,1029000000.0,423000000.0,346000000.0,350000000.0
Firmh,Long-Term Debt,17493000000.0,17431000000.0,13188000000.0,3826000000.0,5463000000.0,1000000.0,2000000.0,4000000.0
Firmh,Other Non-Current Liabilities,3467000000.0,1253000000.0,1537000000.0,933000000.0,769000000.0,105000000.0,95000000.0,83000000.0
Firmh,Total Liabilities,23467000000.0,31232000000.0,28090000000.0,5878000000.0,7248000000.0,529000000.0,443000000.0,440000000.0
Firmh,Total Equity,26657000000.0,23186000000.0,21876000000.0,4714000000.0,3243000000.0,2886000000.0,2419000000.0,2006000000.0
Firmh,Total Liabilities and Equity,50124000000.0,54418000000.0,49966000000.0,10592000000.0,10491000000.0,3415000000.0,2862000000.0,2446000000.0
Firmh,Revenues,20848000000.0,17636000000.0,13240000000.0,6824000000.0,4269000000.0,2520000000.0,2364000000.0,2336000000.0
Firmh,Cost of Goods Sold (COGS),10115000000.0,9127000000.0,7300000000.0,3271000000.0,2392000000.0,1323000000.0,1222000000.0,1189000000.0
Firmh,Gross Profit,10733000000.0,8509000000.0,5940000000.0,3553000000.0,1877000000.0,1197000000.0,1142000000.0,1147000000.0
Firmh,Operating Expenses,5365000000.0,5855000000.0,5353000000.0,1784000000.0,1299000000.0,643000000.0,555000000.0,559000000.0
Firmh,Depreciation and Amortization,4060000000.0,4726000000.0,3038000000.0,962000000.0,625000000.0,187000000.0,155000000.0,157000000.0
Firmh,Total Operating Expenses,,,,,,,,
Firmh,Operating Income,5135000000.0,2493000000.0,-409000000.0,1632000000.0,438000000.0,552000000.0,582000000.0,584000000.0
Firmh,Interest Income,114000000.0,44000000.0,10000000.0,8000000.0,6000000.0,4000000.0,4000000.0,1000000.0
Firmh,Interest Expense,628000000.0,454000000.0,585000000.0,191000000.0,110000000.0,2000000.0,1000000.0,4000000.0
Firmh,Other Non-Operating Items,,,,,,,,
Firmh,Pre-Tax Income,4545000000.0,1935000000.0,-1107000000.0,1467000000.0,342000000.0,568000000.0,585000000.0,561000000.0
Firmh,Income Tax Expense,-8084000000.0,35000000.0,642000000.0,76000000.0,33000000.0,16000000.0,22000000.0,9000000.0
Firmh,Net Income,12259000000.0,1796000000.0,-1739000000.0,1364000000.0,263000000.0,552000000.0,563000000.0,552000000.0
Firmi,Cash and Cash Equivalents,30361000000.0,31583000000.0,27520000000.0,60049000000.0,60975000000.0,45833000000.0,44928000000.0,37299000000.0
Firmi,Accounts Receivable,27985000000.0,25945000000.0,0.0,0.0,0.0,17225000000.0,0.0,19012000000.0
Firmi,Inventory,19069000000.0,17366000000.0,15727000000.0,11916000000.0,10236000000.0,9860000000.0,9675000000.0,0.0
Firmi,Other Current Assets,23525000000.0,20726000000.0,28292000000.0,23294000000.0,18084000000.0,18536000000.0,18018000000.0,0.0
Firmi,Total Current Assets,166788000000.0,167014000000.0,142636000000.0,119824000000.0,108031000000.0,91239000000.0,91449000000.0,56311000000.0
Firmi,Property Plant & Equipment,,,,,,,,
Firmi,Intangible Assets,32148000000.0,33182000000.0,34086000000.0,9797000000.0,9941000000.0,9183000000.0,9993000000.0,0.0
Firmi,Other Non-Current Assets,-2104000000.0,-3294000000.0,-3357000000.0,-2663000000.0,47533000000.0,42937000000.0,-305000000000.0,0.0
Firmi,Total Assets,707794000000.0,702095000000.0,620854000000.0,552257000000.0,526186000000.0,484931000000.0,427452000000.0,392647000000.0
Firmi,Accounts Payable,37075000000.0,35821000000.0,33453000000.0,29636000000.0,29005000000.0,33663000000.0,32215000000.0,0.0
Firmi,Short-Term Debt,4373000000.0,6320000000.0,2094000000.0,1989000000.0,839000000.0,949000000.0,1416000000.0,10602000000.0
Firmi,Other Current Liabilities,3435000000.0,2679000000.0,9606000000.0,5398000000.0,5317000000.0,6282000000.0,9877000000.0,-10602000000.0
Firmi,Total Current Liabilities,44883000000.0,44820000000.0,42880000000.0,37023000000.0,35504000000.0,41747000000.0,43508000000.0,1490000000.0
Firmi,Long-Term Debt,93117000000.0,96267000000.0,97681000000.0,82300000000.0,79370000000.0,71275000000.0,50809000000.0,49782000000.0
Firmi,Other Non-Current Liabilities,161326000000.0,152447000000.0,113717000000.0,111181000000.0,106731000000.0,89685000000.0,93273000000.0,-87586000000.0
Firmi,Total Liabilities,355294000000.0,350141000000.0,334495000000.0,293630000000.0,283159000000.0,260446000000.0,235864000000.0,223686000000.0
Firmi,Total Equity,352500000000.0,351954000000.0,286359000000.0,258627000000.0,243027000000.0,224485000000.0,191588000000.0,168961000000.0
Firmi,Total Liabilities and Equity,707794000000.0,702095000000.0,620854000000.0,552257000000.0,526186000000.0,484931000000.0,427452000000.0,392647000000.0
Firmi,Revenues,247837000000.0,242137000000.0,223604000000.0,210821000000.0,194673000000.0,182150000000.0,162463000000.0,143688000000.0
Firmi,Cost of Goods Sold (COGS),197123000000.0,197662000000.0,169146000000.0,163389000000.0,160196000000.0,147029000000.0,136657000000.0,75222000000.0
Firmi,Gross Profit,50714000000.0,44475000000.0,54458000000.0,47432000000.0,34477000000.0,35121000000.0,25806000000.0,68466000000.0
Firmi,Operating Expenses,221381000000.0,218299000000.0,189937000000.0,175875000000.0,166568000000.0,153354000000.0,140227000000.0,128374000000.0
Firmi,Depreciation and Amortization,9779000000.0,9188000000.0,8901000000.0,7779000000.0,7370000000.0,6508000000.0,5146000000.0,4683000000.0
Firmi,Total Operating Expenses,,,,,,,,
Firmi,Operating Income,26456000000.0,23838000000.0,33667000000.0,34946000000.0,28105000000.0,28796000000.0,22236000000.0,15314000000.0
Firmi,Interest Income,7678000000.0,6582000000.0,6180000000.0,6745000000.0,6458000000.0,6408000000.0,6106000000.0,6410000000.0
Firmi,Interest Expense,3853000000.0,5394000000.0,3497000000.0,3515000000.0,3253000000.0,2801000000.0,2744000000.0,2664000000.0
Firmi,Other Non-Operating Items,,,,,,,,
Firmi,Pre-Tax Income,4001000000.0,23838000000.0,33667000000.0,34946000000.0,28105000000.0,28796000000.0,22236000000.0,15314000000.0
Firmi,Income Tax Expense,-321000000.0,-21515000000.0,9240000000.0,10532000000.0,7935000000.0,8951000000.0,6924000000.0,4568000000.0
Firmi,Net Income,4021000000.0,44940000000.0,24074000000.0,24083000000.0,19872000000.0,19476000000.0,14824000000.0,10254000000.0
Firmj,Cash and Cash Equivalents,577814601000.0,553391696000.0,541253833000.0,562688930000.0,358449029000.0,242695447000.0,143410588000.0,143472277000.0
Firmj,Accounts Receivable,129262831000.0,122488430000.0,129451618000.0,85690415000.0,115226323000.0,71941634000.0,52278944000.0,46138300000.0
Firmj,Inventory,103230976000.0,73880747000.0,48682233000.0,67052270000.0,66337971000.0,37494893000.0,37830498000.0,24840582000.0
Firmj,Other Current Assets,23879627000.0,11309936000.0,7308668000.0,7661498000.0,7784941000.0,3587019000.0,10787691000.0,8727646000.0
Firmj,Total Current Assets,951679721000.0,857203110000.0,817729126000.0,746743991000.0,626566787000.0,358486654000.0,252288635000.0,225260396000.0
Firmj,Property Plant & Equipment,,,,,,,,
Firmj,Intangible Assets,11206649000.0,8526438000.0,8606871000.0,7961096000.0,7642697000.0,5862866000.0,5435862000.0,5167564000.0
Firmj,Other Non-Current Assets,3284718000.0,4266534000.0,1908306000.0,1859478000.0,1558075000.0,3988608000.0,3694598000.0,5872846000.0
Firmj,Total Assets,2090128038000.0,1991861643000.0,1886455302000.0,1657518298000.0,1495133845000.0,1263054977000.0,955034605000.0,774264942000.0
Firmj,Accounts Payable,2214985000.0,84136600000.0,89216800000.0,44587500000.0,48859300000.0,104480500000.0,59322200000.0,1573732000.0
Firmj,Short-Term Debt,123654640000.0,122167900000.0,96058200000.0,62984100000.0,36158500000.0,-190562704000.0,34843000000.0,30489000000.0
Firmj,Other Current Liabilities,171001824000.0,118922869000.0,92658219000.0,71755888000.0,87380403000.0,-22529616000.0,32635150000.0,74287831000.0
Firmj,Total Current Liabilities,340542586000.0,358706680000.0,318239273000.0,212228594000.0,201014777000.0,189777934000.0,142435944000.0,117006687000.0
Firmj,Long-Term Debt,56900000000.0,91800000000.0,153115337000.0,191997582000.0,214515900000.0,211583855000.0,82107500000.0,20458493000.0
Firmj,Other Non-Current Liabilities,15189056000.0,18595320000.0,25049566000.0,30657643000.0,33927421000.0,800109000.0,703921000.0,4756211000.0
Firmj,Total Liabilities,412631642000.0,469102000000.0,496404176000.0,434883819000.0,449458098000.0,415279892000.0,229280906000.0,142221391000.0
Firmj,Total Equity,1677496396000.0,1522759643000.0,1390051126000.0,1222634479000.0,1045675747000.0,847775085000.0,725753699000.0,632043551000.0
Firmj,Total Liabilities and Equity,2090128038000.0,1991861643000.0,1886455302000.0,1657518298000.0,1495133845000.0,1263054977000.0,955034605000.0,774264942000.0
Firmj,Revenues,1031361769000.0,977442688000.0,947909271000.0,843512494000.0,762835021000.0,597003327000.0,499846858000.0,427080645000.0
Firmj,Cost of Goods Sold (COGS),533487516000.0,482616286000.0,473077173000.0,433117601000.0,385100646000.0,316057820000.0,265538540000.0,232937388000.0
Firmj,Gross Profit,497874253000.0,494826402000.0,474832098000.0,410394893000.0,377734375000.0,280945507000.0,234308318000.0,194143257000.0
Firmj,Operating Expenses,112821617000.0,108169271000.0,96920868000.0,88665134000.0,80895675000.0,71588354000.0,57506548000.0,52511810000.0
Firmj,Depreciation and Amortization,292546302000.0,260142698000.0,223828404000.0,222505569000.0,200251535000.0,156181869000.0,131349289000.0,107681521000.0
Firmj,Total Operating Expenses,,,,,,,,
Firmj,Operating Income,383623524000.0,385559223000.0,-377957778000.0,-320047775000.0,-295890293000.0,209429363000.0,176801770000.0,141631447000.0
Firmj,Interest Income,14694456000.0,9464706000.0,6317500000.0,4129316000.0,2730674000.0,1835980000.0,867227000.0,1479514000.0
Firmj,Interest Expense,3051223000.0,3330313000.0,3306153000.0,3190331000.0,3236345000.0,2646776000.0,945114000.0,626725000.0
Firmj,Other Non-Operating Items,,,,,,,,
Firmj,Pre-Tax Income,397510263000.0,396133030000.0,385959380000.0,350428911000.0,302097546000.0,215487122000.0,183629948000.0,145147677000.0
Firmj,Income Tax Expense,46325857000.0,52986182000.0,51621144000.0,43872744000.0,38316677000.0,27468185000.0,17471146000.0,10694417000.0
Firmj,Net Income,351130884000.0,343111476000.0,334247180000.0,306573837000.0,263898794000.0,188146790000.0,166158802000.0,134201279000.0
Firmk,Cash and Cash Equivalents,6756000000.0,6867000000.0,8705000000.0,9135000000.0,7281000000.0,7781000000.0,6550000000.0,7395000000.0
Firmk,Accounts Receivable,5614000000.0,5835000000.0,5624000000.0,6778000000.0,6677000000.0,6768000000.0,5937000000.0,5089000000.0
Firmk,Inventory,43783000000.0,43046000000.0,44469000000.0,45141000000.0,44858000000.0,43803000000.0,40714000000.0,36318000000.0
Firmk,Other Current Assets,7022000000.0,1941000000.0,1441000000.0,2224000000.0,2369000000.0,3139000000.0,1774000000.0,3091000000.0
Firmk,Total Current Assets,59664000000.0,57689000000.0,60239000000.0,63278000000.0,61185000000.0,59940000000.0,54975000000.0,51893000000.0
Firmk,Property Plant & Equipment,,,,,,,,
Firmk,Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmk,Other Non-Current Assets,11798000000.0,9921000000.0,6131000000.0,5455000000.0,6149000000.0,5987000000.0,5456000000.0,4129000000.0
Firmk,Total Assets,204522000000.0,198825000000.0,199581000000.0,203706000000.0,204751000000.0,203105000000.0,193406000000.0,180663000000.0
Firmk,Accounts Payable,46092000000.0,41433000000.0,38487000000.0,38410000000.0,37415000000.0,38080000000.0,36608000000.0,33676000000.0
Firmk,Short-Term Debt,10329000000.0,3920000000.0,6004000000.0,6671000000.0,12083000000.0,12719000000.0,6348000000.0,6022000000.0
Firmk,Other Current Liabilities,19438000000.0,20654000000.0,16542000000.0,14498000000.0,18881000000.0,18808000000.0,18180000000.0,18629000000.0
Firmk,Total Current Liabilities,78521000000.0,66928000000.0,64619000000.0,65272000000.0,69345000000.0,71818000000.0,62300000000.0,58484000000.0
Firmk,Long-Term Debt,36825000000.0,42018000000.0,44030000000.0,43692000000.0,44559000000.0,41417000000.0,47079000000.0,43842000000.0
Firmk,Other Non-Current Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmk,Total Liabilities,123700000000.0,118290000000.0,115970000000.0,117769000000.0,121921000000.0,120848000000.0,117241000000.0,109008000000.0
Firmk,Total Equity,80822000000.0,80535000000.0,83611000000.0,85937000000.0,82830000000.0,82257000000.0,76165000000.0,71655000000.0
Firmk,Total Liabilities and Equity,204522000000.0,198825000000.0,199581000000.0,203706000000.0,204751000000.0,203105000000.0,193406000000.0,180663000000.0
Firmk,Revenues,500343000000.0,485873000000.0,482130000000.0,485651000000.0,476294000000.0,469162000000.0,446950000000.0,421849000000.0
Firmk,Cost of Goods Sold (COGS),373396000000.0,361256000000.0,360984000000.0,365086000000.0,358069000000.0,352488000000.0,335127000000.0,315287000000.0
Firmk,Gross Profit,126947000000.0,124617000000.0,121146000000.0,120565000000.0,118225000000.0,116674000000.0,111823000000.0,106562000000.0
Firmk,Operating Expenses,106510000000.0,101853000000.0,97041000000.0,93418000000.0,91353000000.0,88873000000.0,85265000000.0,81020000000.0
Firmk,Depreciation and Amortization,10529000000.0,10080000000.0,9454000000.0,9173000000.0,8870000000.0,8501000000.0,8130000000.0,7641000000.0
Firmk,Total Operating Expenses,,,,,,,,
Firmk,Operating Income,20437000000.0,22764000000.0,24105000000.0,27147000000.0,26872000000.0,27801000000.0,26558000000.0,25542000000.0
Firmk,Interest Income,152000000.0,100000000.0,81000000.0,113000000.0,119000000.0,187000000.0,162000000.0,201000000.0
Firmk,Interest Expense,2330000000.0,2367000000.0,2548000000.0,2461000000.0,2335000000.0,2251000000.0,2322000000.0,2205000000.0
Firmk,Other Non-Operating Items,,,,,,,,
Firmk,Pre-Tax Income,15123000000.0,20497000000.0,21638000000.0,24799000000.0,24656000000.0,25737000000.0,24398000000.0,23538000000.0
Firmk,Income Tax Expense,4600000000.0,6204000000.0,6558000000.0,7985000000.0,8105000000.0,7981000000.0,7944000000.0,7579000000.0
Firmk,Net Income,9862000000.0,13643000000.0,14694000000.0,16363000000.0,16022000000.0,16999000000.0,15699000000.0,16389000000.0
Firml,Cash and Cash Equivalents,278793000000.0,431304000000.0,389635000000.0,360505000000.0,512308000000.0,355822000000.0,175537000000.0,144881000000.0
Firml,Accounts Receivable,73200000000.0,67729000000.0,52330000000.0,46605000000.0,70079000000.0,65160000000.0,60933000000.0,61478000000.0
Firml,Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firml,Other Current Assets,617172000000.0,483418000000.0,459964000000.0,0.0,78975000000.0,65759000000.0,0.0,0.0
Firml,Total Current Assets,1199559000000.0,1184676000000.0,1140820000000.0,67095000000.0,960114000000.0,816718000000.0,114656000000.0,121080000000.0
Firml,Property Plant & Equipment,,,,,,,,
Firml,Intangible Assets,6878000000.0,6885000000.0,6958000000.0,7623000000.0,8628000000.0,11232000000.0,9849000000.0,10430000000.0
Firml,Other Non-Current Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firml,Total Assets,2622532000000.0,2533600000000.0,2490972000000.0,2351698000000.0,2573126000000.0,2415689000000.0,2359141000000.0,2265792000000.0
Firml,Accounts Payable,114794000000.0,102727000000.0,109842000000.0,107632000000.0,134467000000.0,194491000000.0,195240000000.0,202895000000.0
Firml,Short-Term Debt,69276000000.0,51802000000.0,34443000000.0,15562000000.0,0.0,57848000000.0,55367000000.0,73539000000.0
